Bin	Name	Source Path	Color	GFX-Video Level	Field Ordering	LensModelName	InitializedDate	ProavIdRef	serialNo	modelName	manufacturer	CreationDate	Video Bitrate	Shutter Speed Time	Shutter Speed Angle	Iris F	White Balance	White Balance Mode	Foc. Pos. fr. Image Plane	EI	Exposure Mode	Capture FPS	Capture Gamma Equation	lens_name	Lens Mount	Audio Format	User TC Pref	User Action Guide Width	User Action Guide Topleft Y	User Action Guide Topleft X	User Action Guide Height	User Action Guide Enabled	Shutter fraction	Shutter degree	Sensor OLPF Name	Sensor OLPF Interchangeable	Sensor Name	Sensor ID	Resolution Format Name	Reel ID Full	Reel ID 8 Character	REDCODE	record_framerate_numerator	record_framerate_denominator	Record Framerate	Original Filename	monitor_sharpness	Media Serial Number	TimeStamp	Lens Aperture Units	Jamsync setting	iso_calibration_version	FrameWidth	FrameHeight	HDR Mode	GMT Time	GMT Date	Genlock setting	Frame Guide Width	Frame Guide Topleft Y	Frame Guide Topleft X	Frame Guide Height	Frame Guide Enabled	flip_vertical	flip_horizontal	Exposure time	exposure_adjust	Dropped Frame Count	clip_uuid	Clip	clip_default_color_version	camera_rotation_z	camera_rotation_y	camera_rotation_x	camera_position	Camera PIN	Camera Network Name	Camera Model ID	Camera Model	Camera firmware version	Camera Firmware Revision	camera_acceleration_z	camera_acceleration_y	camera_acceleration_x	Anamorphic Mode	Resolution	Filename	Original_End	Original_Start	Blue White Y	Blue White X	Blue Knee Y	Blue Knee X	Blue Mid Y	Blue Mid X	Blue Toe Y	Blue Toe X	Blue Black Y	Blue Black X	Green White Y	Green White X	Green Knee Y	Green Knee X	Green Mid Y	Green Mid X	Green Toe Y	Green Toe X	Green Black Y	Green Black X	Red White Y	Red White X	Red Knee Y	Red Knee X	Red Mid Y	Red Mid X	Red Toe Y	Red Toe X	Red Black Y	Red Black X	LGG Blue Gain	LGG Blue Gamma	LGG Blue Lift	LGG Green Gain	LGG Green Gamma	LGG Green Lift	LGG Red Gain	LGG Red Gamma	LGG Red Lift	Shadow	FLUT	Chroma Denoise	OLPF	Debayer detail	GammaSpace	ColorSpace	DRX	Tint	Kelvin	White Y	White X	Knee Y	Knee X	Mid Y	Mid X	Toe Y	Toe X	Black Y	Black X	Saturation	Exposure	GainRed	GainGreen	GainBlue	Contrast	Brightness	ISO	Source Setting	Clip ID	Comments	Image Size	Raster Dimension	Image Framing	Vendor Download Master	Vendor Invoice ID	Vendor Asset Status	Vendor Asset Keywords	Vendor Asset Description	Vendor Original Master	Vendor Asset Price	Vendor Asset Rights	Vendor Asset Name	Vendor Asset ID	Vendor URL	Vendor Name	Marker	S3D Alignment	S3D Eye Order	S3D InversionR	S3D Inversion	S3D Clip Name	S3D Group Name	S3D Channel	S3D Leading Eye	S3D Contributors	Color Transformation	Ancillary Data	Media File Path	Reformat	Pixel Aspect Ratio	Image Aspect Ratio	Chroma Subsampling	Color Space	Track Formats	Field Motion	AFD	Auxiliary TC5	ASC_SAT	ASC_SOP	IDataLink	Production	Journalist	Disk Label	TC 30NP	UNC Path	Transfer	Master Start	Master Film	Master End	Master Edge	Master Dur	LUT	KN Film	Ink Film	Ink Edge	Ink End	Frame Count Duration	Frame Count End	Frame Count Start	Ink Dur	VFX Reel	VFX	DPX	AuxInk Film	AuxInk End	AuxInk Edge	AuxInk Dur	Format	Video File Format	Aux TC 24	Cadence	TC 25PD	Audio Bit Depth	Audio File Format	TC 30	TC 24	TC 25	Modified Date	Audio SR	TapeID	Lock	Slip	Camera	Reel	Labroll	Shoot Date	Camroll	Auxiliary TC1	Soundroll	Reel #	Take	VITC	Scene	Plug-in	Video	Tape	Start	Sound TC	Tracks	Offline	Pullout	Project	Pullin	Auxiliary TC4	Mark OUT	KN Start	KN IN-OUT	KN Mark OUT	KN Dur	Mark IN	KN Mark IN	Perf	KN End	Film TC	IN-OUT	FPS	Auxiliary Ink	End	Ink Number	Drive	Duration	Creation Date	Auxiliary TC2	Frame	CFPS	Media Status	Auxiliary TC3	Source File	
OWEN FOR RESOLVE	104335285-aerial-scenes-various-building.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													720 x 480	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	0.844	1.50:1	4:2:2	Rec.709 [video levels]		Progressive																						1812	1811	0									1080p/60			None		24	PCM				21/05/2025 11:56:38	48000		   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01							 113+04							60.00		00:00:30:06		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:06	13/05/2025 14:48:28			60.00			104335285-aerial-scenes-various-building.mp4	
OWEN FOR RESOLVE	103346977_H264HD1080.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	[video levels]		Progressive																						450	449	0									1080p/30			None							22/05/2025 11:59:39			   														DNxHR LB (1920x1080)		00:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  28+02							30.00		00:00:15:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:15:00	22/05/2025 11:59:35			30.00			103346977_H264HD1080.mov	
OWEN FOR RESOLVE	WW2D_ARC_859_M_POND5_219521547.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													2048 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.067	1.90:1	4:2:2	[video levels]		Progressive																						2222	2221	0									1080p/59.94			None							23/04/2025 12:53:19			   														DNxHR LB (1920x1080)		01:00:35:12		V1	V1		BLINK_WWII_DECODED_EDIT01							 138+14							59.94		01:01:12:13		BLINK_WW2 DECODED_RENDER (T:)	00:00:37:01	23/04/2025 12:53:14			59.94			WW2D_ARC_859_M_POND5_219521547.mov	
OWEN FOR RESOLVE	118567995-1940s-mechanical-drawing-man-u.mov	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	[video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\POND 5\118567995-1940s-mechanical-drawing-man-u.mov												191	190	0									1080p/25			None							24/05/2025 17:14:09			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  11+15							25.00		01:00:07:16		BLINK_WW2 DECODED_RENDER (T:)	00:00:07:16	23/05/2025 18:03:47			25.00			118567995-1940s-mechanical-drawing-man-u.mov	
OWEN FOR RESOLVE	202891131 adolf hitler german soldiers w.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						289	288	0									1080p/23.976			None							02/05/2025 15:41:35			   														DNxHR LB (1920x1080)		00:00:23:06		V1	V1		BLINK_WWII_DECODED_EDIT01							  18+01							23.98		00:00:35:07		BLINK_WW2 DECODED_RENDER (T:)	00:00:12:01	02/05/2025 15:41:32			23.98			202891131 adolf hitler german soldiers w.mov	
OWEN FOR RESOLVE	099698651-aerial-view-london-vauxhall-br.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						638	637	0									1080p/25			None							23/04/2025 12:57:38			   														DNxHR LB (1920x1080)		00:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  39+14							25.00		00:00:25:13		BLINK_WW2 DECODED_RENDER (T:)	00:00:25:13	23/04/2025 12:49:47			25.00			099698651-aerial-view-london-vauxhall-br.mp4	
OWEN FOR RESOLVE	119033051-utah-jazz-salt-lake-city-downt.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													4096 x 2160	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.067	1.90:1	4:2:2	Rec.709 [full range]		Progressive																						150	149	0									1080p/29.97			None							22/05/2025 14:56:59			   														DNxHR LB (1920x1080)		00:00:57:00		V1	V1		BLINK_WWII_DECODED_EDIT01							   9+06							29.97		00:01:02:02		BLINK_WW2 DECODED_RENDER (T:)	00:00:05:00	22/05/2025 14:56:58			29.97			119033051-utah-jazz-salt-lake-city-downt.mov	
OWEN FOR RESOLVE	086474802-scenes-nazi-cause-destruction-.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						721	720	0									1080p/24			None		24	PCM				23/05/2025 20:01:55	48000		   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01			00:00:04:17		   7+01		  45+01	00:00:00:00					       4:17	24.00		00:00:30:01		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:01	23/05/2025 20:01:53			24.00			086474802-scenes-nazi-cause-destruction-.mp4	
OWEN FOR RESOLVE	092809726-austria-linz-top-view.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	[video levels]		Progressive																						1198	1197	0									1080p/29.97			None		24	PCM				03/03/2025 16:52:12	48000		   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01							  74+14	00:00:03:14						29.97		00:00:40:03		BLINK_WW2 DECODED_RENDER (T:)	00:00:40:03	03/03/2025 16:51:05			29.97			092809726-austria-linz-top-view.mov	
OWEN FOR RESOLVE	103380730-crowds-waving-swastiksa-greet-.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p	source cropped													   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						864	863	0									1080p/25			None							04/06/2025 09:42:42			   														DNxHR LB (1920x1080)		01:04:30:17		V1	V1		BLINK_WWII_DECODED_EDIT01			01:04:33:04		   3+14		  54+00	01:04:30:17					       2:12	25.00		01:05:05:06		BLINK_WW2 DECODED_RENDER (T:)	00:00:34:14	04/06/2025 09:42:34			25.00			103380730-crowds-waving-swastiksa-greet-.mov	
OWEN FOR RESOLVE	WW2D_ARC_858_M_POND5_167526101.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	[video levels]		Progressive																						819	818	0									1080p/23.976			None							23/04/2025 12:53:14			   														DNxHR LB (1920x1080)		00:04:39:03		V1	V1		BLINK_WWII_DECODED_EDIT01							  51+03							23.98		00:05:13:06		BLINK_WW2 DECODED_RENDER (T:)	00:00:34:03	23/04/2025 12:53:12			23.98			WW2D_ARC_858_M_POND5_167526101.mov	
OWEN FOR RESOLVE	083832032-adolf-hitler-salutes-his-army-.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						426	425	0									1080p/24			None		24	PCM				23/05/2025 20:01:53	48000		   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01							  26+10							24.00		00:00:17:18		BLINK_WW2 DECODED_RENDER (T:)	00:00:17:18	23/05/2025 20:01:52			24.00			083832032-adolf-hitler-salutes-his-army-.mp4	
OWEN FOR RESOLVE	1593292_artikeldetail-4x3_1Au4nU_DeDu2z.jpg	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\POND 5\1593292_artikeldetail-4x3_1Au4nU_DeDu2z.jpg												750	749	0									1080p/25			None							15/05/2025 09:30:58			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	13/05/2025 16:34:59			25.00			1593292_artikeldetail-4x3_1Au4nU_DeDu2z.jpg	
OWEN FOR RESOLVE	109551815-1940-panzer-division-advances-.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]	Stereo: A1A2	Progressive																						4178	4177	0									1080p/60			None		24	PCM				23/05/2025 20:01:52	48000		   														DNxHR LB (1920x1080)		00:00:00:00		V1 A1-2	V1 A1-2		BLINK_WWII_DECODED_EDIT01			00:00:09:24		  36+12		 261+02	00:00:00:00					       9:24	60.00		00:01:09:19		BLINK_WW2 DECODED_RENDER (T:)	00:01:09:19	23/05/2025 20:01:44			60.00			109551815-1940-panzer-division-advances-.mov	
OWEN FOR RESOLVE	103358375-vienna-city-skyline-aerial-sho.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													3840 x 2160	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [full range]		Progressive																						388	387	0									1080p/23.976			None							03/03/2025 17:51:07			   														DNxHR LB (1920x1080)		00:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  24+04							23.98		00:00:16:04		BLINK_WW2 DECODED_RENDER (T:)	00:00:16:04	03/03/2025 17:50:57			23.98			103358375-vienna-city-skyline-aerial-sho.mov	
OWEN FOR RESOLVE	WW2D_ARC_856_M_POND5_71606516.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						471	470	0									1080p/29.97			None							23/04/2025 12:53:30			   														DNxHR LB (1920x1080)		00:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  29+07							29.97		00:00:15:21		BLINK_WW2 DECODED_RENDER (T:)	00:00:15:21	23/04/2025 12:53:25			29.97			WW2D_ARC_856_M_POND5_71606516.mov	
OWEN FOR RESOLVE	103380692-ss-guards-struggle-hold-back-m.new.01	Z:\ARCHIVE AND DOWNLOADS\POND 5\	   																																																																																																																																																													1920 x 1080	1920x1080p	source cropped													   	NONE						MONO						Pillarbox/Letterbox	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive																						773	772	0									1080p/25			None							04/06/2025 09:42:34			   														DNxHR LB (1920x1080)		01:03:28:16		V1	V1		BLINK_WWII_DECODED_EDIT01			01:03:36:24		  16+10		  48+05	01:03:47:15					      10:16	25.00		01:03:59:14		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:23	04/06/2025 09:42:27			25.00			103380692-ss-guards-struggle-hold-back-m.mov	
OWEN FOR RESOLVE	leicester-mercury_NEWSPAPER.jpg	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\leicester-mercury_NEWSPAPER.jpg												750	749	0									1080p/25			None							20/03/2025 12:07:57			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	20/03/2025 12:07:56			25.00			leicester-mercury_NEWSPAPER.jpg	
OWEN FOR RESOLVE	WW2D_ARC_788_M_National-World-Publishing_The-Scotsman-0000540.tif	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\WW2D_ARC_788_M_National-World-Publishing_The-Scotsman-0000540.tif												750	749	0									1080p/25			None							17/03/2025 12:38:45			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14	01:00:00:00						25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	12/03/2025 12:07:53			25.00			WW2D_ARC_788_M_National-World-Publishing_The-Scotsman-0000540.tif	
OWEN FOR RESOLVE	WW2D_ARC_789_M_Midland-News-Association_Wolverhampton-Express-0003126.tif	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\WW2D_ARC_789_M_Midland-News-Association_Wolverhampton-Express-0003126.tif												750	749	0									1080p/25			None							17/03/2025 12:37:06			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	12/03/2025 12:07:55			25.00			WW2D_ARC_789_M_Midland-News-Association_Wolverhampton-Express-0003126.tif	
OWEN FOR RESOLVE	WW2D_ARC_790_M_National-World-Publishing_Shropshire-Star-0005569.tif	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\WW2D_ARC_790_M_National-World-Publishing_Shropshire-Star-0005569.tif												750	749	0									1080p/25			None							17/03/2025 12:39:51			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14	01:00:00:01						25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	12/03/2025 12:07:54			25.00			WW2D_ARC_790_M_National-World-Publishing_Shropshire-Star-0005569.tif	
OWEN FOR RESOLVE	WW2D_ARC_786_M_National-World-Publishing_Belfast-News-Letter-0005119.tif	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\WW2D_ARC_786_M_National-World-Publishing_Belfast-News-Letter-0005119.tif												750	749	0									1080p/25			None							17/03/2025 12:42:13			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	14/03/2025 18:03:18			25.00			WW2D_ARC_786_M_National-World-Publishing_Belfast-News-Letter-0005119.tif	
OWEN FOR RESOLVE	WW2D_ARC_809_M_DC-Thomson-And-Co_Dundee-Evening-Telegraph-0000563_1.tif	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\WW2D_ARC_809_M_DC-Thomson-And-Co_Dundee-Evening-Telegraph-0000563_1.tif												750	749	0									1080p/25			None							18/03/2025 11:40:42			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14	01:00:04:09						25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	18/03/2025 11:40:42			25.00			WW2D_ARC_809_M_DC-Thomson-And-Co_Dundee-Evening-Telegraph-0000563_1.tif	
OWEN FOR RESOLVE	BL_0002322_19380204_097_0007.tif	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\BL_0002322_19380204_097_0007.tif												750	749	0									1080p/25			None							08/05/2025 11:40:30			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	08/05/2025 11:40:29			25.00			BL_0002322_19380204_097_0007.tif	
OWEN FOR RESOLVE	WW2D_ARC_792_M_Reach-PLC_Nottingham-Journal-0001898.tif	Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\NEWSPAPERS\WW2D_ARC_792_M_Reach-PLC_Nottingham-Journal-0001898.tif												750	749	0									1080p/25			None							17/03/2025 12:43:42			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14	01:00:00:00						25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	12/03/2025 15:18:07			25.00			WW2D_ARC_792_M_Reach-PLC_Nottingham-Journal-0001898.tif	
OWEN FOR RESOLVE	WW2D_ARC_482_S_UNKNOWN_Adolf Hitler family tree.jpg	Z:\ARCHIVE AND DOWNLOADS\JP PHOTOS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\JP PHOTOS\WW2D_ARC_482_S_UNKNOWN_Adolf Hitler family tree.jpg												750	749	0									1080p/25			None							18/02/2025 12:37:04			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14	01:00:02:06						25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	18/02/2025 12:37:04			25.00			WW2D_ARC_482_S_UNKNOWN_Adolf Hitler family tree.jpg	
OWEN FOR RESOLVE	WW2D_ARC_500_M_brieven Jean-Marie Loret 2 raster.jpg	Z:\ARCHIVE AND DOWNLOADS\JP PHOTOS\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\JP PHOTOS\WW2D_ARC_500_M_brieven Jean-Marie Loret 2 raster.jpg												750	749	0									1080p/25			None							18/02/2025 12:36:57			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	18/02/2025 12:36:57			25.00			WW2D_ARC_500_M_brieven Jean-Marie Loret 2 raster.jpg	
OWEN FOR RESOLVE	WW2D_ARC_1277_M_SHUTTERSTOCK_12162470a.jpg	Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\MORE\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\MORE\WW2D_ARC_1277_M_SHUTTERSTOCK_12162470a.jpg												750	749	0									1080p/25			None							04/06/2025 11:54:08			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	04/06/2025 11:54:08			25.00			WW2D_ARC_1277_M_SHUTTERSTOCK_12162470a.jpg	
OWEN FOR RESOLVE	WW2D_ARC_1007_S_BSB_HOFF-1851.jpeg	Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\	Other																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\WW2D_ARC_1007_S_BSB_HOFF-1851.jpeg												750	749	0									1080p/25			None							21/05/2025 12:06:48			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14	01:00:00:05						25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	15/04/2025 11:42:46			25.00			WW2D_ARC_1007_S_BSB_HOFF-1851.jpeg	
OWEN FOR RESOLVE	WW2D_ARC_1010_S_BSB_HOFF-1855.jpeg	Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\WW2D_ARC_1010_S_BSB_HOFF-1855.jpeg												750	749	0									1080p/25			None							15/04/2025 11:42:47			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	15/04/2025 11:42:47			25.00			WW2D_ARC_1010_S_BSB_HOFF-1855.jpeg	
OWEN FOR RESOLVE	WW2D_ARC_1004_S_BSB_HOFF-1847.jpeg	Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\WW2D_ARC_1004_S_BSB_HOFF-1847.jpeg												750	749	0									1080p/25			None							15/04/2025 11:42:45			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14	01:00:00:00						25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	15/04/2025 11:42:45			25.00			WW2D_ARC_1004_S_BSB_HOFF-1847.jpeg	
OWEN FOR RESOLVE	WW2D_ARC_1020_S_BSB_HOFF-1866.jpeg	Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\	   																																																																																																																																																													1920 x 1080	1920x1080p														   	NONE						MONO						Stretch	1.000	16:9	4:2:2	Rec.709 [video levels]		Progressive										Z:\ARCHIVE AND DOWNLOADS\HOFFMAN PHOTOS AND HITLER POSES\WW2D_ARC_1020_S_BSB_HOFF-1866.jpeg												750	749	0									1080p/25			None							15/04/2025 11:42:50			   														DNxHD LB (HD1080p)		01:00:00:00		V1	V1		BLINK_WWII_DECODED_EDIT01							  46+14							25.00		01:00:30:00		BLINK_WW2 DECODED_RENDER (T:)	00:00:30:00	15/04/2025 11:42:50			25.00			WW2D_ARC_1020_S_BSB_HOFF-1866.jpeg	
